Good performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;;;;;;;;;;;;;;;;
20,20263;21,25159;11,26791;16,01794;23,71482;20,70286;20,66596;20,16165;23,44658;13,84035;19,28295;16,18012;18,25276;19,86988;14,56083;16,18019;19,31301;18,2681;23,16457;21,41101;22,33115;22,47303;22,70073;21,82734;23,04026;22,72837;22,86505;22,43471;13,62342;20,37008;12,76723;22,19556;21,41405;22,71695;12,6082;21,23771;19,36637625;19,14065429;;;2;2;13,7;12,781;11,693;0,253043202;0,728453562;0,591021946;P01602;P01602;Ig kappa chain V-I region HK102;IGKV1-5
17,3897;11,55965;18,04591;18,53271;18,92074;19,23774;16,56287;18,37746;12,66022;13,83632;17,04196;12,41101;13,54737;16,20107;15,90473;14,0545;13,99027;16,94798;15,03062;16,13707;17,50331;14,82729;14,24985;12,14084;13,66877;12,22228;12,89605;12,25671;12,38919;13,77427;11,60285;14,32636;16,26638;13,5967;13,58025;14,9715;15,191835;14,46347286;;;3;3;2,8;64,135;5,0281;0,452062734;0,726247589;0,941417496;Q5T749;Q5T749;Keratinocyte proline-rich protein;KPRP
15,32464;18,04495;13,76829;17,18078;14,45346;12,53363;13,2088;11,89767;17,97421;15,21508;12,78296;16,5761;13,19693;16,3137;15,80215;14,07889;12,57415;18,21238;18,99717;19,14994;18,51156;19,3133;19,4907;17,34291;18,87918;11,76716;20,69905;18,23748;16,90724;12,26378;14,27784;20,43604;17,92776;20,56783;13,59473;19,46022;16,80082167;15,86544571;;;9;9;12,8;99,848;323,31;0,337106351;0,718482296;0,747091715;Q06033;Q06033;Inter-alpha-trypsin inhibitor heavy chain H3;ITIH3
23,92588;22,47251;22,16368;21,96251;20,93085;21,81452;22,91585;19,77867;19,44823;19,18665;23,37239;21,22559;23,66221;22,65288;23,06997;23,20885;23,43301;23,51785;22,38745;21,24528;22,09075;22,43201;19,82355;21,27787;22,31424;18,40665;20,47199;11,06632;17,38726;17,59987;18,07603;20,86363;19,58422;18,58167;12,35998;17,67225;20,26165583;20,19081857;;;8;3;28,3;37,654;200,83;0,312465438;0,705165863;0,702732743;P01876;P01876;Ig alpha-1 chain C region;IGHA1
15,48328;17,63849;13,09963;14,88427;13,60978;12,4044;15,60811;15,9561;15,78849;13,28404;20,68791;19,09913;15,74491;15,81416;14,00013;14,63626;14,98087;15,22919;12,44678;15,26022;18,25114;17,13481;17,67363;13,26355;12,31;12,5898;16,79259;15,00303;17,09517;17,76273;14,45947;21,10534;12,45535;19,22216;14,15492;19,59565;16,19763667;15,25409214;;;18;18;34,9;66,034;109,31;0,393833675;0,69900849;0,845396093;P35858;P35858;Insulin-like growth factor-binding protein complex acid labile subunit;IGFALS
20,97904;20,88941;20,21715;21,8064;20,44263;19,112;16,69193;22,3883;20,32113;18,88754;20,80041;13,18608;19,39437;19,5933;13,10929;15,30945;20,42296;22,83011;20,71934;18,01618;18,12131;18,16928;20,32937;18,37649;20,50067;19,50992;20,45091;21,07496;20,66692;17,92596;13,42689;22,08005;16,20518;22,28475;13,82666;19,75936;18,96677792;18,680145;;;3;1;15,9;23,511;19,091;0,346586627;0,69729286;0,763878921;P02763;P02763;Alpha-1-acid glycoprotein 1;ORM1
14,64869;11,40166;14,04512;13,63402;13,07835;14,98664;12,92142;12,27212;12,9392;14,4495;13,21319;14,92764;12,19954;12,71746;14,42826;15,52001;13,87873;12,88799;16,93825;14,5679;17,40166;17,6492;15,29354;16,61152;16,9333;13,11153;13,68902;15,45539;12,23341;13,08606;15,95716;17,81853;13,6215;17,77526;14,12279;11,69967;14,96513667;13,967595;;;4;4;8,7;52,286;9,9418;0,570514941;0,694628536;1,12412426;"P15169;CON__Q2KJ83";P15169;Carboxypeptidase N catalytic chain;CPN1
12,57381;11,78083;13,33711;12,47202;13,37417;12,32994;10,77158;19,85261;14,75018;18,29719;16,4564;12,81567;13,13481;12,86539;14,63792;14,19925;13,72677;12,38845;12,23773;15,78203;11,58647;12,64944;14,77623;15,84368;12,76572;13,1225;12,78805;11,77873;11,82614;15,54759;14,18367;9,414661;13,03092;11,24173;14,0286;12,41421;14,19255458;13,04379507;;;2;2;5;50,688;55,117;0,484920409;0,691161874;0,993675049;P10645;P10645;"Chromogranin-A;Vasostatin-1;Vasostatin-2;EA-92;ES-43;Pancreastatin;SS-18;WA-8;WE-14;LF-19;Catestatin;AL-11;GV-19;GR-44;ER-37;GE-25;Serpinin-RRG;Serpinin;p-Glu serpinin precursor";CHGA
18,20929;17,44565;17,3356;18,88295;19,19988;17,78488;14,36482;18,42111;14,32439;19,22612;18,5588;14,88472;18,4158;18,23944;15,21184;17,36496;16,88727;18,33529;18,39075;18,00531;16,67328;17,06181;18,21224;20,03966;19,12467;17,10441;17,41105;19,32019;19,68936;16,85258;14,29041;19,0092;17,39272;16,66359;13,97423;11,80545;17,402475;16,92297;;;6;6;18;45,674;323,31;0,528482052;0,676672979;1,061032641;P05154;P05154;Plasma serine protease inhibitor;SERPINA5
17,00481;11,52742;16,41536;15,20675;14,35964;15,63444;15,09762;16,08883;13,66354;15,23363;13,56523;18,37636;12,87926;16,5131;15,67923;19,60098;17,74918;14,30328;14,99068;12,51272;16,68948;16,3227;15,23852;15,71593;12,91263;11,83608;14,79381;15,30752;14,13258;13,78383;12,77253;12,13309;12,35507;9,158892;13,75229;17,56361;15,65780883;14,34410071;;;5;3;22,7;29,174;19,88;0,425289742;0,65831891;0,89783678;P62258;P62258;14-3-3 protein epsilon;YWHAE
19,88208;23,99412;22,73138;23,63101;23,55719;21,56323;23,06812;22,65329;21,21638;22,8671;23,07001;21,64663;22,36693;24,60705;19,14532;19,56978;22,04717;21,31435;21,01788;23,40328;19,37295;19,73211;22,51345;22,4266;21,92611;22,01903;18,69023;21,11051;23,48554;21,64887;14,09648;19,04126;18,71619;22,54988;12,94438;19,60266;20,70807583;20,80621643;;;30;30;10,7;572,01;323,31;0,341367504;0,645670061;0,754655833;Q9Y6R7;Q9Y6R7;IgGFc-binding protein;FCGBP
19,00665;14,56701;15,35621;13,8773;11,94622;15,01811;18,95296;16,12918;19,80306;12,52615;17,20886;15,28026;14,24274;15,5357;17,33088;17,04655;13,64563;13,30578;19,80975;13,70574;17,35724;19,19268;18,32689;16,71492;20,35853;11,54366;11,84406;14,44766;12,04876;11,79125;13,59929;14,61247;13,62719;11,60957;13,11416;18,55108;15,49867792;14,96889429;;;16;14;37,8;53,651;96,367;0,308840926;0,6433622;0,696116081;"P08670;P41219;P17661";P08670;Vimentin;VIM
13,28872;10,84687;13,67254;12,58224;12,99354;13,8987;11,6251;17,24349;13,65389;14,24932;15,97918;11,70698;12,50045;11,72743;14,37978;15,78576;13,1784;12,78543;15,98444;14,40952;13,22477;14,49598;15,22483;13,3698;14,09482;11,1775;12,40453;14,2454;13,56827;11,62792;13,37347;13,73317;13,90019;10,67579;14,01072;12,31101;14,23455542;13,05387571;;;2;2;3,2;78,286;9,4032;0,659760645;0,635929411;1,252605269;P55290;P55290;Cadherin-13;CDH13
19,00141;20,57219;18,74609;20,1801;19,44494;19,65915;20,76498;18,45579;18,44423;20,22682;21,24039;20,66371;20,07887;20,0478;18,70229;19,22362;20,01536;19,1794;18,61245;17,57437;18,51638;18,39238;18,45423;18,69846;19,00459;19,14734;17,43078;19,48302;18,32074;18,29576;15,03708;19,24226;15,6343;18,25774;13,89505;17,95003;18,96158708;18,40654071;;;7;7;26,1;54,565;104,33;0,641907434;0,634483796;1,227454512;P08697;P08697;Alpha-2-antiplasmin;SERPINF2
14,9996;18,09749;18,06123;18,69459;18,92257;18,43583;12,13786;18,87924;16,74123;18,08778;17,01629;14,93594;14,43932;20,26568;17,35251;13,85328;13,15032;16,69765;16,32481;18,27362;18,70452;14,90849;17,56704;17,64012;18,47425;17,86302;13,0973;17,10319;16,85708;17,48014;14,7503;15,00895;14,02129;16,54828;14,34446;11,96754;16,60692542;16,06109429;;;7;7;28,3;25,851;125,91;0,392566195;0,613789404;0,843253617;"P08294;Q8IY17";P08294;Extracellular superoxide dismutase [Cu-Zn];SOD3
11,86602;12,31618;11,33416;13,16861;12,93287;12,76897;11,76306;11,58856;13,61358;15,85936;12,94228;14,09702;12,7325;14,43717;15,3098;15,13287;12,84264;15,61528;14,43775;15,99826;16,3593;11,55334;12,92472;12,70399;12,0756;11,48374;16,24654;14,66739;15,47187;13,62175;15,7368;14,92579;12,41121;14,89501;13,09575;19,5357;14,31328583;13,47376143;;;8;8;43,2;30,005;65,462;0,474476292;0,609548631;0,977205483;P07738;P07738;Bisphosphoglycerate mutase;BPGM
12,32653;13,21298;12,68179;17,48652;12,21513;15,92586;14,83605;16,75343;13,15447;16,84304;18,30399;13,68428;16,16949;16,18397;14,99009;15,12618;13,60308;12,54692;13,766;16,72427;12,67256;11,65867;13,86728;14,2147;13,82446;16,33298;10,77962;12,68599;13,38497;13,69859;14,41487;15,34242;10,86739;11,30285;14,16003;15,87318;14,84107417;13,84570786;;;5;5;14,9;42,785;101,74;0,435419529;0,598595353;0,914435837;Q8NFZ8;Q8NFZ8;Cell adhesion molecule 4;CADM4
11,8058;16,3041;16,66025;17,48691;19,09171;17,72227;13,96723;21,08537;15,08261;19,20553;21,10066;18,77072;18,54928;18,02654;13,22298;13,69061;12,73949;17,36153;14,24228;17,91812;13,33371;12,53444;12,4989;17,73026;17,11187;14,74126;16,93111;13,8009;17,56093;16,24694;12,59124;13,52589;16,07819;10,46459;13,12767;13,04209;16,30782667;15,35878286;;;6;6;13,2;56,705;171,89;0,259384375;0,565357177;0,603288588;Q96KN2;Q96KN2;Beta-Ala-His dipeptidase;CNDP1
18,13109;20,31772;18,00805;17,67445;18,02307;17,51114;19,63396;17,09084;17,88858;20,52841;19,8925;18,57655;18,02107;18,13436;14,32485;14,84065;19,08143;18,12838;16,68332;16,59349;12,99825;15,52641;14,70212;15,25481;14,34152;16,59559;18,542;17,86858;14,53795;15,50773;13,99858;16,80486;14,58832;11,01001;13,03214;22,01767;16,77429042;16,50152429;;;5;3;7,7;63,173;109,98;0,299179268;0,561617133;0,678359086;P02748;P02748;"Complement component C9;Complement component C9a;Complement component C9b";C9
19,55405;19,47048;17,24275;18,25082;20,69319;20,51644;16,21601;17,45314;17,72127;13,59693;12,80038;17,00426;15,54131;17,75571;14,26131;14,98613;16,65074;15,83408;19,61006;18,15847;11,41488;17,80171;18,20362;19,06519;12,74123;19,85801;12,66528;20,16803;20,34863;16,48801;11,70919;19,59747;13,27187;16,91146;13,78127;12,78402;16,64650667;16,32854;;;15;7;40;36,105;129,78;0,248067381;0,55908854;0,581334634;P01857;P01857;Ig gamma-1 chain C region;IGHG1
13,59056;12,15079;10,99702;13,53585;11,72165;13,81492;12,52019;14,11251;17,26765;13,99416;17,42972;12,97866;23,40561;13,89566;20,68278;21,79769;21,39906;21,17115;22,58651;21,63449;21,0879;21,63188;12,95148;19,4571;21,24412;19,66894;21,06828;20,29154;17,38583;11,89691;13,54569;10,32597;12,63972;10,83183;13,32553;10,85259;16,33064583;16,02269;;;2;2;16,5;14,485;3,1657;0,146714311;0,54886873;0,370481246;Q6X4T0;Q6X4T0;Uncharacterized protein C12orf54;C12orf54
15,32769;17,19114;18,32083;18,31451;18,54514;17,1329;17,45016;19,23799;17,77706;13,68061;19,02231;19,41198;19,41252;19,02432;14,85976;15,53561;18,54242;18,69741;17,00437;18,16923;16,63877;16,82687;17,92538;18,17675;17,9013;17,96353;14,232;13,28782;11,19802;17,85739;13,48066;17,45748;14,85716;17,40815;12,37319;12,7002;17,61200625;16,41533;;;4;4;9,6;61,132;19,492;0,316787832;0,545034489;0,710592031;P43251;P43251;Biotinidase;BTD
23,46874;24,62556;24,52121;24,69519;24,04502;23,58405;25,1812;24,43326;20,87523;24,78007;25,26335;25,47457;24,47457;24,85785;23,14104;23,89134;24,95713;24,24285;22,9224;24,35158;23,42021;22,94263;23,67476;23,60772;23,58703;23,44935;22,9771;23,78686;24,62506;23,81997;23,01391;23,13055;23,05297;23,15621;19,84061;23,49045;23,85859917;23,42973571;;;18;18;48,2;47,65;323,31;0,793952645;0,540505744;1,433979852;P01011;P01011;"Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less";SERPINA3
27,04124;27,59114;24,19295;24,13069;23,90985;25,56485;23,15054;22,43959;20,59541;22,63054;19,91481;20,54802;19,77454;25,27145;17,40191;14,49512;17,96336;18,24799;24,93085;22,49736;23,96235;22,82478;23,50736;24,35931;22,38401;22,30176;24,44985;27,2863;20,09107;24,03725;24,30758;25,55947;25,48275;25,14293;25,26792;26,22601;23,16759125;22,72497857;;;7;7;49,3;15,257;283,05;0,209348663;0,517440542;0,503987588;P69905;P69905;Hemoglobin subunit alpha;HBA1
22,00912;21,44597;22,10961;21,75735;20,43247;21,67633;21,80317;23,45814;20,64377;22,34449;24,83827;22,09848;21,19189;21,05973;15,49265;22,49575;22,01828;21,51388;21,55351;22,41918;22,37854;21,17992;22,23768;22,33767;22,46737;22,48689;22,35369;22,80927;22,65128;23,25364;14,89615;22,21694;21,58683;23,23225;18,89835;22,92633;21,13003583;21,36015714;;;11;9;28;52,602;323,31;0,366162022;0,514053091;0,798075246;P01008;P01008;Antithrombin-III;SERPINC1
17,05949;12,743;13,80876;12,79711;13,52801;15,51678;11,63009;15,34034;17,2473;12,94411;13,20915;14,27363;14,4675;11,281;14,93936;15,48849;14,98683;14,10165;18,70323;16,59962;16,2893;14,88169;17,41625;14,30713;16,90148;13,72219;16,70482;15,8062;15,91788;14,02682;14,42158;13,66911;13,58902;17,06392;14,26805;12,80104;14,88296167;14,47805071;;;2;1;27;12,537;145,41;0,403112056;0,511004981;0,861008942;A0A0C4DH67;A0A0C4DH67;;IGKV1-8
19,14629;19,99037;18,11771;17,55112;17,65466;18,33036;13,74872;16,78354;17,70954;13,71593;17,68209;13,67;18,76416;16,95708;15,24876;18,10441;14,90717;17,4638;20,89571;15,8472;19,13801;18,73757;17,09682;16,83874;18,74721;17,59907;18,37237;19,11779;17,31752;18,97838;17,23079;19,9851;16,98693;20,67254;18,33298;18,64702;18,15113167;17,35775286;;;11;11;29,9;43,974;323,31;0,385455102;0,509470549;0,831189642;O14791;O14791;Apolipoprotein L1;APOL1
11,84215;15,24109;11,01088;11,70939;16,03716;11,46286;12,75127;21,07051;15,21474;21,27412;14,35087;16,9798;15,63192;20,51335;15,81208;16,33516;14,83906;16,25761;12,10155;11,4315;18,78985;13,44178;19,39979;18,962;19,08221;11,99132;20,31041;17,19326;13,27036;16,92799;16,72467;14,78499;19,85672;14,76326;12,95385;24,74617;15,84930958;15,66565929;;;52;51;23,9;280,01;323,31;0,174448934;0,504636678;0,430994714;P02549;P02549;Spectrin alpha chain, erythrocytic 1;SPTA1
20,82361;18,9607;15,83644;14,34554;19,83515;15,11171;14,47459;12,75981;13,96889;12,31848;13,70054;13,77279;16,59048;15,66963;13,92639;15,74034;24,8147;19,26815;18,18824;17,41444;20,60422;18,11416;18,07342;15,97022;19,2218;13,29935;17,50417;17,67556;19,50674;16,67314;16,25829;16,93756;14,49804;15,19948;11,28632;17,98576;16,87236542;16,25841143;;;9;9;7,8;129,31;281,89;0,215961873;0,501181516;0,517455972;P08123;P08123;Collagen alpha-2(I) chain;COL1A2
20,7563;18,36003;16,15476;15,98442;16,66858;17,79532;17,39096;12,13481;19,3644;18,11284;13,04053;11,80826;13,53072;17,50409;14,79431;15,61588;13,13302;11,93927;18,39578;17,56473;20,54519;19,34664;18,13706;18,86442;18,61324;16,06844;17,84298;18,11913;13,08427;16,54379;13,97299;15,13651;11,66384;12,02989;17,15512;20,64588;16,24145625;16,03212357;;;12;12;39,3;39,42;303,03;0,214392758;0,484633724;0,514270304;P04075;P04075;Fructose-bisphosphate aldolase A;ALDOA
18,49907;18,92689;16,52798;17,26077;17,76507;17,18959;14,94105;17,08317;17,92486;13,21314;18,43465;12,65481;18,38503;17,81353;15,38167;15,60611;17,44046;19,31557;19,22169;19,1255;18,94809;19,47675;19,10513;19,36801;19,29035;18,06229;18,69534;18,58959;19,428;18,86517;13,05939;20,2948;12,13106;18,7742;13,38528;17,97477;17,25564125;17,15584571;;;4;4;27,2;22,277;93,083;0,273283261;0,47947273;0,629874454;P07360;P07360;Complement component C8 gamma chain;C8G
18,48566;18,19883;15,33008;13,14024;13,24436;18,95518;14,96853;12,78917;15,93018;13,0792;14,99365;19,49964;19,80798;16,46988;14,39706;16,13177;19,99948;20,59295;21,2191;17,58776;21,84678;22,31567;17,625;20,08835;22,53649;16,65648;20,05801;19,24291;17,91392;14,76622;14,81188;21,84931;18,55153;18,76523;13,00352;19,02318;17,91780625;17,31647786;;;9;9;17,8;67,033;323,31;0,194410147;0,476452766;0,473148475;"P04003;REV__Q6UVK1";P04003;C4b-binding protein alpha chain;C4BPA
22,5122;22,14743;18,03928;20,09636;18,84827;20,81699;11,66997;16,2673;11,7605;19,29143;14,27757;12,13777;13,54333;21,09055;13,94697;15,51817;12,90378;13,17437;13,41115;17,77494;20,35412;21,43298;18,4318;19,93186;18,90707;18,72061;19,83717;22,9433;20,07169;20,40478;19,60147;21,08284;19,00709;17,53875;21,52545;21,53953;17,88625875;17,78341071;;;12;7;90,5;16,055;229,78;0,160412853;0,47072958;0,400664844;P02042;P02042;Hemoglobin subunit delta;HBD
17,69071;13,93517;14,62028;13,68546;12,61641;12,46927;16,87915;12,97347;17,64646;13,83956;13,37607;13,83317;13,91103;13,03217;14,15018;15,53234;14,97616;12,76076;18,56704;12,97262;17,97539;17,8746;16,29275;16,82588;18,1515;14,30277;10,95677;11,44639;12,42709;12,87456;12,75627;11,26833;12,98477;15,6635;14,66965;15,95201;14,64699125;14,20998857;;;10;9;6,3;280,74;22,367;0,278865502;0,469550777;0,640439103;P21333;P21333;Filamin-A;FLNA
10,82914;16,56837;16,48812;12,01159;16,46447;18,71317;11,0895;18,4529;16,06497;14,28896;17,92178;23,14883;19,49609;16,39312;14,48177;15,68064;19,5682;19,10362;16,56245;19,12336;13,22645;16,21021;18,36807;19,68493;17,56711;19,24809;18,82724;17,45153;16,20993;18,83889;11,74816;15,29634;13,60499;17,679;14,45064;15,98698;17,0971575;16,29492214;;;8;8;6,6;160,01;323,31;0,203673522;0,465109175;0,492340661;Q92859;Q92859;Neogenin;NEO1
21,71507;21,99075;20,42992;22,01526;21,92948;21,36677;19,04231;21,70856;21,00381;20,80554;21,79555;21,6696;21,42629;20,56188;18,21793;20,15314;20,80136;20,96402;21,39037;21,33407;20,92354;19,87146;21,6297;20,52487;21,26069;21,36586;21,59136;23,01551;21,31141;19,97659;18,29786;22,99008;20,76725;21,76571;20,89312;19,92052;21,35589667;20,72954071;;;18;17;39,9;45,398;322,35;0,686202615;0,461988276;1,28938586;P06727;P06727;Apolipoprotein A-IV;APOA4
17,80845;18,82473;20,76004;22,61466;21,20096;18,56089;20,05351;22,00912;15,6416;23,16394;22,05186;22,05354;21,54684;21,98461;19,86517;21,93171;21,38801;19,09362;18,7867;20,76741;16,93491;17,70361;20,91816;20,41018;20,85217;21,65473;17,94667;18,7091;21,28156;21,33549;18,54827;17,91975;20,01414;18,60755;13,61132;18,93041;19,78631333;19,59348357;;;8;8;16;54,64;323,31;0,279073921;0,460000156;0,640832316;Q12805;Q12805;EGF-containing fibulin-like extracellular matrix protein 1;EFEMP1
17,91444;12,91491;12,99546;12,38566;12,63369;18,6266;16,23184;17,68688;15,49079;16,84745;14,27877;13,88715;13,6276;17,45996;13,54354;13,51769;13,99728;16,75134;17,21542;18,53731;12,40164;15,55165;17,41988;17,70974;12,20893;19,48903;15,89759;18,06213;19,51216;20,67822;12,06087;8,459947;12,42504;16,44277;14,70909;18,27467;16,50373917;15,22134836;;;12;12;3;468,83;89,015;0,194542395;0,449026733;0,473424082;P98160;P98160;"Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide";HSPG2
24,71036;25,14884;24,95434;24,99512;24,89961;24,27732;25,53175;24,33395;21,41947;25,67074;24,55251;26,23818;25,83393;25,77198;23,35756;24,06956;25,50921;25,28757;24,63683;24,63943;24,83923;24,02732;24,81719;24,36105;24,20187;25,59471;24,66172;24,97657;24,95451;24,86745;23,52145;25,19314;23,54463;25,09071;21,58026;24,76886;24,22130625;24,36732857;;;15;15;41,6;46,736;323,31;0,677967329;0,437049234;1,277989391;"P01009;P20848";P01009;"Alpha-1-antitrypsin;Short peptide from AAT";SERPINA1
12,18858;13,11561;10,73229;14,06399;12,73477;13,63934;13,67469;11,60389;14,94089;17,80751;17,52329;11,00464;13,44936;16,81616;16,24341;15,64364;13,5765;11,64331;15,30663;15,30585;12,7061;14,04253;15,50556;14,97929;14,41369;16,49953;15,37215;17,91957;11,72206;12,66531;13,9998;12,27793;12,15507;16,6001;13,35438;14,38599;14,26206292;13,88886143;;;4;4;5,4;104,58;6,2483;0,284690333;0,437017924;0,651395588;Q86UX2;Q86UX2;Inter-alpha-trypsin inhibitor heavy chain H5;ITIH5
13,88398;15,9846;13,88282;12,66766;15,71443;12,46298;11,51653;18,88328;13,7333;13,56008;15,90698;15,82871;14,98948;15,2688;15,24168;14,74487;13,51282;13,19954;13,08354;17,32676;13,79476;12,08238;16,88023;16,15024;15,07481;13,49586;16,51692;12,3522;15,14027;11,42108;13,37599;14,72318;11,46877;16,82302;18,92596;14,07982;14,56205125;14,2802;;;6;6;6,3;124,57;11,112;0,288571485;0,436870643;0,65865848;P54289;P54289;"Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1";CACNA2D1
17,07817;11,51227;17,32939;16,77623;16,37557;12,92655;11,98161;17,59091;20,04153;12,85685;18,79503;13,20647;12,80398;12,3092;14,92861;15,19143;14,05606;17,73324;13,60363;18,19075;12,16826;14,96434;18,10595;15,5239;15,16416;10,16887;18,87703;17,64737;13,94604;13,42993;13,98699;16,52016;15,84941;14,94809;13,89868;15,15054;15,8651175;14,89290571;;;2;2;2,3;91,346;6,1737;0,219318467;0,431482897;0,524250045;Q99435;Q99435;Protein kinase C-binding protein NELL2;NELL2
22,18474;21,31141;21,50959;22,47912;21,31025;21,79356;20,03403;21,6235;21,16533;21,81315;22,11347;21,30251;22,0765;21,20979;14,81551;21,00635;21,73393;21,00017;21,62431;22,0732;19,57169;19,03813;21,37703;20,28782;21,86854;21,14936;21,86431;21,20323;21,87661;20,85079;19,50562;21,80006;20,53051;22,21623;20,81331;20,17865;21,37613667;20,80154786;;;5;5;20,5;34,258;129,72;0,445679675;0,429845692;0,931111389;P25311;P25311;Zinc-alpha-2-glycoprotein;AZGP1
19,67898;21,87057;19,76694;20,66978;21,54066;20,31761;21,59705;20,65246;20,62854;22,96832;22,52566;24,20008;23,33688;22,21626;22,42951;24,02825;23,32127;22,60926;22,11782;21,88595;21,11483;21,18628;20,95141;20,95291;22,21951;21,2009;21,27804;21,90819;20,80262;20,94657;20,99852;22,48746;19,79598;21,28918;19,17043;20,22988;21,86531417;21,27579143;;;9;9;31,3;38,298;244,68;0,484564119;0,407546043;0,993115318;"P02749;CON__P17690";P02749;Beta-2-glycoprotein 1;APOH
26,4595;26,13051;25,73926;25,46551;25,55669;25,15869;23,64845;25,85036;25,4932;23,86703;25,62767;26,83641;26,42339;25,70578;24,79288;26,30537;25,84608;26,38314;26,42963;26,59292;26,37794;27,18924;26,38637;27,41611;27,00967;26,20579;27,05548;26,93393;26,07942;26,56731;24,24996;27,68204;25,79862;27,42198;23,02247;26,24343;25,1467075;25,76046071;;;71;64;46,1;187,15;323,31;0,541188673;0,389802214;1,08029431;"P01024;REV__O00533;O75159";P01024;"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2";C3
11,15745;11,28564;13,01594;14,09102;13,31209;14,32425;13,82734;14,42001;17,85745;14,1076;14,64471;13,11854;12,02616;11,91126;15,79207;14,57341;13,61581;12,80816;14,5743;14,34319;17,10452;17,07901;16,47228;11,90749;16,11156;12,45551;13,13009;15,63422;13,12574;13,78566;13,82605;13,82365;11,08634;11,99696;13,34559;18,81181;14,27606125;13,77742929;;;11;11;10;191,61;75,374;0,255652321;0,387064259;0,596079749;Q00610;Q00610;Clathrin heavy chain 1;CLTC
21,84495;22,53048;21,37045;21,70426;22,00422;21,35369;18,62024;22,17795;21,71477;15,5033;21,71461;20,55497;21,71929;22,70607;14,45482;15,88284;19,58582;22,06148;21,98231;21,75099;21,31152;20,55187;22,36501;21,96853;22,27387;21,44213;22,37377;22,81738;21,41591;21,09636;12,23857;23,20477;21,12048;21,81194;14,45902;21,73223;20,86646958;20,41703429;;;16;16;22;90,568;261,09;0,165477968;0,382166225;0,411677831;"P00747;CON__P06868";P00747;"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B";PLG
20,97421;20,59386;21,49414;21,39979;20,667;19,69197;19,34317;22,57746;19,01868;21,60644;21,86963;20,98857;21,37952;21,2359;20,44698;21,50402;20,91028;21,14687;20,95184;20,88933;21,13333;21,39942;22,30697;22,2083;21,19851;22,64348;21,47378;21,29983;21,45779;22,53153;14,10227;21,47025;20,3133;21,46852;14,13449;20,26751;20,4051775;20,54802;;;7;7;19,4;53,154;323,31;0,259478288;0,380465941;0,603469602;P01019;P01019;"Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4";AGT
17,34741;11,41843;11,38041;12,72451;13,04571;16,80864;13,43736;12,04504;13,54969;14,6488;14,23641;19,72476;13,60316;17,74215;13,95368;15,5886;13,4794;12,80766;9,585116;13,34779;17,1082;15,86075;16,88393;18,63747;16,51895;11,58338;18,72394;17,31893;10,33067;16,01937;15,0118;14,88603;19,22487;11,1297;15,79827;24,13461;15,86794692;14,759155;;;29;29;22,6;206,26;323,31;0,141245631;0,378000786;0,358263348;"P16157;Q01484;Q12955";P16157;Ankyrin-1;ANK1
22,48917;24,70092;20,68423;19,06366;20,65386;22,33601;20,05298;24,86434;27,33518;23,90665;19,94707;20,28512;22,30764;21,95947;15,69525;19,34326;19,02651;22,23365;23,57623;22,44455;24,51701;24,08707;22,93157;24,26714;22,38795;22,48112;23,47531;24,89166;21,85928;23,31119;23,46114;25,96827;24,65507;26,25591;24,87657;22,80751;21,93363333;22,41202714;;;25;25;66,3;30,777;181,54;0,188798674;0,377570412;0,461410356;P02647;P02647;"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I";APOA1
13,11066;16,07919;9,677773;13,43233;16,29074;12,76233;15,87159;15,27259;12,81244;12,51803;18,90163;21,85419;20,75605;21,96205;14,70581;13,73292;20,14718;21,28472;13,83842;11,5553;22,82487;21,5408;21,83472;23,66915;20,75287;11,66891;21,20395;20,39373;14,55453;20,65386;12,40768;17,96127;24,49302;16,79804;14,87719;26,52036;17,80813542;17,23874593;;;16;16;28,1;101,79;323,31;0,091939515;0,369366058;0,243334338;P02730;P02730;Band 3 anion transport protein;SLC4A1
